F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-int[],F3-Integer,F3-Long,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-ExecRow,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,category
1034,298,85,16,0.277317880794702,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_CONVERT_CASE,3,-1.0,0.1764705882352941,0.0014205002224847,-0.6470588235294118,0.0014205002224847,-1.0,7547,66,690,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,open
1034,298,85,16,0.8141556291390728,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0784313725490196,0.1290974944245563,-0.8431372549019608,0.1290974944245563,-1.0,3871,66,690,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.7855960264900662,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0784313725490196,0.1290974944245563,-0.8431372549019608,0.1290974944245563,-1.0,3871,66,690,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.7282698675496688,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,2987,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.3723096026490066,0.5753823743627094,0.3181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,2987,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.3391970198675497,0.5753823743627094,0.3653846153846153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,2987,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.5225579470198676,0.5753823743627094,0.4130434782608695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,4151,66,690,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.3176738410596026,0.5753823743627094,0.3653846153846153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,2987,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.8772764900662252,0.5753823743627094,0.275,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7231,66,690,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,open
1034,298,85,16,0.8865894039735099,0.5753823743627094,0.1282051282051282,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,6894,66,690,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,open
1034,298,85,16,0.7280629139072847,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,66,690,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,open
1034,298,85,16,0.3721026490066225,0.5753823743627094,0.6363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,789,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1034,298,85,16,0.3389900662251656,0.5753823743627094,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,789,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1034,298,85,16,0.5223509933774835,0.5753823743627094,0.8260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,4151,66,690,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.3174668874172185,0.5753823743627094,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,789,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1034,298,85,16,0.8770695364238411,0.5753823743627094,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7231,66,690,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,open
1034,298,85,16,0.8861754966887417,0.5753823743627094,0.3846153846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7231,66,690,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,open
1034,298,85,16,0.8774834437086093,0.5753823743627094,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,2576,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.8870033112582781,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,2576,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.7280629139072847,0.5753823743627094,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,2,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,7547,66,690,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,open
1034,298,85,16,0.3721026490066225,0.5753823743627094,0.6363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,789,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1034,298,85,16,0.3389900662251656,0.5753823743627094,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,789,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1034,298,85,16,0.5223509933774835,0.5753823743627094,0.8260869565217391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,4151,66,690,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1034,298,85,16,0.3174668874172185,0.5753823743627094,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,789,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1034,298,85,16,0.8886589403973509,0.5753823743627094,0.7692307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,2576,66,690,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1288,490,11,16,0.75,1.0579710144927537,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0355555555555555,0.1290974944245563,-0.9288888888888888,0.1290974944245563,-1.0,702,71,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
8134,3429,20,16,0.3392857142857143,0.4473684210526316,0.5311355311355311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,71,487,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,open
4132,2153,4,16,0.5945945945945946,0.3636363636363636,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,BAD_PRACTICE,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,2,0.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,3544,71,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
956,261,24,16,0.8734693877551021,0.3248407643312102,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,71,95,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,open
4740,2366,10,16,0.4479638009049774,1.091954022988506,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,2,-1.0,0.0,0.1203545664436542,-1.0,0.1203545664436542,-1.0,4152,71,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
4740,2366,10,16,0.4479638009049774,1.091954022988506,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,2,-1.0,0.0,0.1203545664436542,-1.0,0.1203545664436542,-1.0,4152,71,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
8134,3429,20,16,0.4325396825396825,0.4473684210526316,0.5357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,17,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,71,487,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,open
2919,1496,29,16,0.7788778877887789,0.7745098039215687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,71,39,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,open
2919,1496,29,16,0.9851485148514852,0.7745098039215687,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0222222222222222,0.1290974944245563,-0.9555555555555556,0.1290974944245563,-1.0,3583,71,39,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
2919,1496,29,16,0.9966996699669968,0.7745098039215687,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0222222222222222,0.1290974944245563,-0.9555555555555556,0.1290974944245563,-1.0,3583,71,39,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
2919,1496,29,16,0.7788778877887789,0.7745098039215687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,HE_EQUALS_USE_HASHCODE,1,-1.0,0.1666666666666666,0.0043804563877339,-0.6666666666666666,0.0043804563877339,-1.0,7546,71,39,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,open
2919,1496,29,16,0.7788778877887789,0.7745098039215687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7546,71,39,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,open
2919,1496,29,16,0.9818481848184818,0.7745098039215687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,71,39,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,open
2919,1496,29,16,0.9933993399339934,0.7745098039215687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,71,39,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,open
2927,1503,7,16,0.7142857142857143,1.3863636363636365,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0355555555555555,0.1290974944245563,-0.9288888888888888,0.1290974944245563,-1.0,2339,71,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
8134,3429,9,16,0.5245901639344263,1.0789473684210529,0.4285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,2228,71,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
8134,3429,20,16,0.4325396825396825,0.4473684210526316,0.5357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,17,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,71,487,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,open
7791,3169,17,4,0.329126213592233,0.6678700361010831,0.1911764705882352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,DB_DUPLICATE_BRANCHES,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,3421,0,355,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,open
926,252,6,4,0.4519230769230769,0.1830985915492957,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.0,0.1465201652531058,-1.0,0.1465201652531058,-1.0,7203,0,48,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,open
7791,3169,13,4,0.5162790697674419,0.6052631578947368,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7203,0,55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,open
5209,2440,5,84,0.4459459459459459,0.7857142857142857,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.0,0.1465201652531058,-1.0,0.1465201652531058,-1.0,4621,110,125,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,open
6515,2711,5,84,0.9666666666666668,0.6864406779661016,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,5927,110,171,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
926,252,26,84,0.0714285714285714,0.2901353965183752,0.4285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,338,110,657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
926,252,133,84,0.4611295681063123,0.0466034755134281,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,DLS_DEAD_LOCAL_STORE,1,-1.0,0.0355555555555555,0.1290974944245563,-0.9288888888888888,0.1290974944245563,-1.0,338,110,1315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,open
926,252,133,84,0.4803986710963455,0.0466034755134281,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,DLS_DEAD_LOCAL_STORE,1,-1.0,0.0355555555555555,0.1290974944245563,-0.9288888888888888,0.1290974944245563,-1.0,338,110,1315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,open
926,252,133,84,0.0385382059800664,0.0466034755134281,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0434782608695652,0.1290974944245563,-0.9130434782608696,0.1290974944245563,-1.0,338,110,1315,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,open
