F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-byte[],F3-boolean,F3-FileInputStream,F3-char,F3-Bits,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-gsingers@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-erick@apache.org,F71-romseygeek@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,category
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
6560,275,1,57,0.7789473684210526,0.4464285714285714,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,STYLE,IM_BAD_CHECK_FOR_ODD,2,-1.0,0.0,0.6054958125471315,-0.75,0.6054958125471315,-1.0,7596,36,137,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,open
6560,275,1,57,0.6421052631578947,0.4464285714285714,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.3786407766990291,0.1870202347194378,-0.145631067961165,0.1870202347194378,-1.0,12634,36,137,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,open
6560,275,1,57,0.6947368421052632,0.4464285714285714,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.3786407766990291,0.1870202347194378,-0.145631067961165,0.1870202347194378,-1.0,12634,36,137,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,open
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
12934,997,5,57,0.8282828282828283,0.2835820895522388,0.7105263157894737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.6875,0.6054958125471315,0.40625,0.6054958125471315,-1.0,8310,36,74,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,open
12934,997,5,57,0.3232323232323232,0.2835820895522388,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.3786407766990291,0.1870202347194378,-0.145631067961165,0.1870202347194378,-1.0,8310,36,74,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,open
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
21264,2324,14,57,0.9154929577464788,0.4285714285714285,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33,STYLE,BC_UNCONFIRMED_CAST,3,0.0,0.23,0.6054958125471315,-0.35,0.6054958125471315,0.0,14999,36,1858,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,close
21264,2324,14,57,0.92018779342723,0.4285714285714285,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,STYLE,BC_UNCONFIRMED_CAST,3,0.0,0.23,0.6054958125471315,-0.35,0.6054958125471315,0.0,8412,36,1858,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,open
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19872,1987,5,8,0.3666666666666666,0.8133333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,0.2580645161290322,0.2029672519873536,-0.3548387096774194,0.2029672519873536,1.0,16422,0,285,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,close
19872,1987,5,8,0.4533333333333333,0.8133333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,0.2580645161290322,0.2029672519873536,-0.3548387096774194,0.2029672519873536,1.0,16422,0,285,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
17957,1701,19,5,0.4189453125,0.2264397905759162,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,1.0,0.5,0.6054958125471315,0.0,0.6054958125471315,1.0,19951,2,2574,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,close
17957,1701,27,9,0.0107381251813872,0.0073066510095573,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,-1.0,13333,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.9595627358034244,0.0073066510095573,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,-1.0,13333,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.071265034987585,0.0073066510095573,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,-1.0,13333,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.9555319080326335,0.0073066510095573,0.8888888888888888,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,-1.0,9402,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,open
17957,1701,27,9,0.9885132302661568,0.0073066510095573,0.027027027027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,SF_SWITCH_FALLTHROUGH,3,-1.0,0.2666666666666666,0.6054958125471315,-0.4,0.6054958125471315,-1.0,13350,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.9745574151107672,0.0073066510095573,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.7105263157894737,0.1870202347194378,0.4868421052631579,0.1870202347194378,-1.0,13333,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.972880590758118,0.0073066510095573,0.5499999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.7105263157894737,0.1870202347194378,0.4868421052631579,0.1870202347194378,-1.0,13350,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.973461029957112,0.0073066510095573,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.7105263157894737,0.1870202347194378,0.4868421052631579,0.1870202347194378,-1.0,13333,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
17957,1701,27,9,0.968172583921834,0.0073066510095573,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.2784810126582278,0.1870202347194378,-0.2531645569620253,0.1870202347194378,-1.0,13350,0,89919,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,open
11788,890,6,9,0.8188405797101449,0.3736263736263736,0.6607142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,-1.0,7164,0,125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,open
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
14183,1098,11,6,0.4793388429752066,0.6192893401015228,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,ES_COMPARING_STRINGS_WITH_EQ,2,-1.0,0.0588235294117647,0.3534370427663847,-0.7647058823529411,0.3534370427663847,-1.0,9559,5,311,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
14183,1098,11,6,0.4793388429752066,0.6192893401015228,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,ES_COMPARING_STRINGS_WITH_EQ,2,-1.0,0.0588235294117647,0.3534370427663847,-0.7647058823529411,0.3534370427663847,-1.0,9559,5,311,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
14183,1098,11,6,0.4793388429752066,0.6192893401015228,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,ES_COMPARING_STRINGS_WITH_EQ,2,-1.0,0.0588235294117647,0.3534370427663847,-0.7647058823529411,0.3534370427663847,-1.0,9559,5,311,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
14183,1098,11,6,0.4793388429752066,0.6192893401015228,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,ES_COMPARING_STRINGS_WITH_EQ,2,-1.0,0.0588235294117647,0.3534370427663847,-0.7647058823529411,0.3534370427663847,-1.0,9559,5,311,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
12799,988,2,9,0.7252747252747253,0.5490196078431373,0.6190476190476191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,PERFORMANCE,DM_STRING_TOSTRING,3,-1.0,0.0,0.1870202347194378,-1.0,0.1870202347194378,0.0,777,4,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
12799,988,2,9,0.4395604395604395,0.5490196078431373,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MALICIOUS_CODE,MS_CANNOT_BE_FINAL,2,0.0,0.6666666666666666,0.2029672519873536,0.3333333333333333,0.2029672519873536,0.0,15649,4,191,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
17957,1701,11,10,0.3878326996197718,0.2707182320441988,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,BAD_PRACTICE,DE_MIGHT_IGNORE,2,1.0,0.217391304347826,0.3534370427663847,-0.391304347826087,0.3534370427663847,0.6666666666666666,15649,0,465,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,close
