F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Model,F3-VersionRange,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-boolean,F3-settingsSource.getInputStream(),F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-ModelBuildingRequest,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-Map<String >,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@codehaus.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-jason@tesla.io,F71-krosenvold@apache.org,F71-michaelo@apache.org,F71-jdcasey@apache.org,category
9785,3796,4,6,0.6,0.7777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,BAD_PRACTICE,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9518,0,76,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,open
7939,3456,2,6,0.8043478260869565,0.8571428571428571,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,BAD_PRACTICE,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,7672,0,50,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,open
7809,3448,14,15,0.6351351351351351,0.1533742331288343,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0,0.0109808633082005,-0.95,0.0109808633082005,-1.0,1685,2,176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
7809,3448,14,15,0.963963963963964,0.1533742331288343,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0,0.0109808633082005,-0.95,0.0109808633082005,-1.0,3318,2,176,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,open
2240,1996,9,15,0.8293650793650794,1.4444444444444444,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,1973,2,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,open
2240,1996,9,15,0.9087301587301588,1.4444444444444444,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,1973,2,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,open
2303,2020,37,15,0.8058252427184466,0.2338129496402877,0.5629370629370629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,0.0,2036,2,45,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,open
7471,3404,15,20,0.8431372549019608,0.1631578947368421,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,7137,0,291,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,open
7471,3404,15,20,0.8156862745098039,0.1631578947368421,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,7137,0,291,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,open
7471,3404,15,20,0.4117647058823529,0.1631578947368421,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0294117647058823,0.1430467995178398,-0.9411764705882352,0.1430467995178398,-1.0,227,0,291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
7471,3404,15,20,0.6,0.1631578947368421,0.7692307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0294117647058823,0.1430467995178398,-0.9411764705882352,0.1430467995178398,-1.0,7204,0,291,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,open
7471,3404,15,20,0.6549019607843137,0.1631578947368421,0.9615384615384616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0294117647058823,0.1430467995178398,-0.9411764705882352,0.1430467995178398,-1.0,7204,0,291,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,open
4522,2810,12,20,0.8494623655913979,0.0881720430107526,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0294117647058823,0.1430467995178398,-0.9411764705882352,0.1430467995178398,-1.0,226,0,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
4522,2810,12,20,0.2777777777777778,0.0881720430107526,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0294117647058823,0.1430467995178398,-0.9411764705882352,0.1430467995178398,-1.0,226,0,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
4522,2810,12,20,0.3136200716845878,0.0881720430107526,0.8529411764705882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0294117647058823,0.1430467995178398,-0.9411764705882352,0.1430467995178398,-1.0,7232,0,403,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,open
4522,2810,12,20,0.4301075268817204,0.0881720430107526,0.2083333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.25,0.0109808633082005,-0.5,0.0109808633082005,-1.0,2949,0,403,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,open
267,0,18,20,0.0336787564766839,0.616504854368932,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,7,20,0.104,1.3478260869565215,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
6504,3366,2,20,0.8,1.6428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,BAD_PRACTICE,NM_CLASS_NOT_EXCEPTION,2,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,6237,0,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,open
6504,3366,2,20,0.8,1.6428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,BAD_PRACTICE,NM_CLASS_NOT_EXCEPTION,2,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,6237,0,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,open
267,0,7,20,0.104,1.3478260869565215,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,9,20,0.0909090909090909,1.4363636363636365,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,19,20,0.0477815699658703,1.04,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.7122844827586207,0.4957555178268251,0.2068965517241379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0,0.0292099903103599,-0.986206896551724,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.7672413793103449,0.4957555178268251,0.2068965517241379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0,0.0292099903103599,-0.986206896551724,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.822198275862069,0.4957555178268251,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0,0.0292099903103599,-0.986206896551724,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.8814655172413793,0.4957555178268251,0.1071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0,0.0292099903103599,-0.986206896551724,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.396551724137931,0.4957555178268251,0.3076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0,0.0109808633082005,-0.95,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.4288793103448275,0.4957555178268251,0.3076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0,0.0109808633082005,-0.95,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.1648706896551724,0.4957555178268251,0.6666666666666666,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,2,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.2596982758620689,0.4957555178268251,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,2,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.2079741379310344,0.4957555178268251,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.2392241379310344,0.4957555178268251,0.6333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.3275862068965517,0.4957555178268251,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.3599137931034483,0.4957555178268251,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,2,0.4245689655172414,0.4957555178268251,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.0109808633082005,-1.0,0.0109808633082005,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
