F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-bimargulies@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-stephenc@apache.org,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,category
9066,2840,1,6,0.9393939393939394,1.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,BAD_PRACTICE,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,8354,0,39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,open
9785,3066,4,6,0.6,0.7777777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,BAD_PRACTICE,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9073,0,76,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,open
7939,2726,2,6,0.8043478260869565,0.8571428571428571,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,BAD_PRACTICE,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,7227,0,50,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,open
7809,2718,14,16,0.6351351351351351,0.1533742331288343,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0526315789473684,0.331596779357607,-0.8947368421052632,0.331596779357607,-1.0,1240,46,392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
7809,2718,14,16,0.963963963963964,0.1533742331288343,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0526315789473684,0.331596779357607,-0.8947368421052632,0.331596779357607,-1.0,2873,46,392,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,open
2240,1266,9,16,0.8293650793650794,1.4444444444444444,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,1528,46,171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
2240,1266,9,16,0.9087301587301588,1.4444444444444444,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,1528,46,171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
2303,1290,37,16,0.8034398034398035,0.2372262773722627,0.5629370629370629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,0.0,1591,46,336,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,open
7471,2674,15,20,0.8347107438016529,0.1555555555555555,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,-0.6,6692,14,291,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,open
7471,2674,15,20,0.8057851239669421,0.1555555555555555,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,-0.6,6692,14,291,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,open
7471,2674,15,20,0.3884297520661157,0.1555555555555555,0.1333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-0.3333333333333333,0.1944444444444444,0.1486272236375116,-0.5555555555555556,0.1486272236375116,-0.6,2873,14,291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,close
7471,2674,15,20,0.5785123966942148,0.1555555555555555,0.7333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-0.3333333333333333,0.1944444444444444,0.1486272236375116,-0.5555555555555556,0.1486272236375116,-0.6,6759,14,291,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,open
7471,2674,15,20,0.6363636363636364,0.1555555555555555,0.9555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-0.3333333333333333,0.1944444444444444,0.1486272236375116,-0.5555555555555556,0.1486272236375116,-0.6,6759,14,291,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,open
4522,2080,12,20,0.8468992248062015,0.0866510538641686,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,1.0,0.1944444444444444,0.1486272236375116,-0.5555555555555556,0.1486272236375116,0.0,6759,14,1123,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,close
4522,2080,12,20,0.2868217054263566,0.0866510538641686,0.65625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,0.0,0.1944444444444444,0.1486272236375116,-0.5555555555555556,0.1486272236375116,0.0,6759,14,1123,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,close
4522,2080,12,20,0.3236434108527132,0.0866510538641686,0.84375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,0.0,0.1944444444444444,0.1486272236375116,-0.5555555555555556,0.1486272236375116,0.0,6787,14,1123,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,open
4522,2080,12,20,0.4418604651162791,0.0866510538641686,0.2083333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.5,0.331596779357607,0.0,0.331596779357607,0.0,2504,14,1123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
712,0,18,20,0.0386597938144329,0.5952380952380952,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,7,20,0.1181102362204724,1.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
6504,2636,2,20,0.8,1.6428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,BAD_PRACTICE,NM_CLASS_NOT_EXCEPTION,2,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,5792,14,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
6504,2636,2,20,0.8,1.6428571428571428,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,BAD_PRACTICE,NM_CLASS_NOT_EXCEPTION,2,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,5792,14,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
712,0,7,20,0.1181102362204724,1.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,9,20,0.1025641025641025,1.305084745762712,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,19,20,0.0542372881355932,0.992248062015504,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.7787903893951947,0.3596698113207547,0.2068965517241379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0405405405405405,0.355314404169412,-0.9121621621621622,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.8210439105219552,0.3596698113207547,0.2068965517241379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0405405405405405,0.355314404169412,-0.9121621621621622,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.8632974316487159,0.3596698113207547,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0405405405405405,0.355314404169412,-0.9121621621621622,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.9088649544324772,0.3596698113207547,0.1071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0405405405405405,0.355314404169412,-0.9121621621621622,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.3057166528583264,0.3596698113207547,0.3076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0526315789473684,0.331596779357607,-0.8947368421052632,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.3305716652858326,0.3596698113207547,0.3076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.0526315789473684,0.331596779357607,-0.8947368421052632,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.1275890637945319,0.3596698113207547,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,2,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.2004971002485501,0.3596698113207547,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,2,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.1607290803645401,0.3596698113207547,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.1847555923777961,0.3596698113207547,0.6333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.2526926263463132,0.3596698113207547,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.2775476387738194,0.3596698113207547,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.3272576636288318,0.3596698113207547,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.352112676056338,0.3596698113207547,0.6375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,2,0.3711681855840928,0.3596698113207547,0.6267806267806268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0,0.331596779357607,-1.0,0.331596779357607,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,7,2,0.4419475655430712,0.4101123595505618,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,7,2,0.951310861423221,0.4101123595505618,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,7,2,0.898876404494382,0.4101123595505618,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3585,1495,33,28,0.8156424581005587,0.2626728110599078,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0921052631578947,0.355314404169412,-0.5131578947368421,0.355314404169412,-1.0,2873,16,273,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
3585,1495,33,28,0.6340782122905028,0.2626728110599078,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0921052631578947,0.355314404169412,-0.5131578947368421,0.355314404169412,-1.0,2873,16,273,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,open
