F72,F25,F65,F68,F101,F104,F105,F94,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,category
9785,2335,1,6,0.9375,1.6363636363636365,1.0,5,1,0.0,0.1666666666666666,0.1728417398915681,-0.6666666666666666,0.1728417398915681,-1.0,8536,0,47,open
7939,1995,2,6,0.8043478260869565,0.8571428571428571,1.0,5,1,0.0,0.1666666666666666,0.1728417398915681,-0.6666666666666666,0.1728417398915681,-1.0,6690,0,50,open
7809,1987,14,16,0.6383928571428571,0.1585365853658536,0.6923076923076923,5,1,-1.0,0.0476190476190476,0.3883869606277179,-0.9047619047619048,0.3883869606277179,-1.0,703,39,392,open
7809,1987,14,16,0.9642857142857144,0.1585365853658536,0.6666666666666666,5,1,-1.0,0.0476190476190476,0.3883869606277179,-0.9047619047619048,0.3883869606277179,-1.0,2336,39,392,open
2240,535,9,16,0.8293650793650794,1.4444444444444444,0.6666666666666666,5,3,-0.5,0.3333333333333333,0.1728417398915681,-0.3333333333333333,0.1728417398915681,-1.0,991,39,171,open
2240,535,9,16,0.9087301587301588,1.4444444444444444,0.8333333333333334,5,3,-0.5,0.3333333333333333,0.1728417398915681,-0.3333333333333333,0.1728417398915681,-1.0,991,39,171,open
2303,559,35,16,0.8380462724935732,0.2558139534883721,0.5629370629370629,5,2,-1.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,0.0,1054,39,39,open
7471,1943,15,20,0.8353909465020576,0.1611111111111111,0.5,16,3,-1.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-0.6,6155,0,91,open
7471,1943,15,20,0.8065843621399177,0.1611111111111111,0.5,16,3,-1.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-0.6,6155,0,91,open
7471,1943,15,20,0.3909465020576131,0.1611111111111111,0.1333333333333333,16,2,-0.3333333333333333,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,-0.6,2336,0,91,close
7471,1943,15,20,0.5802469135802469,0.1611111111111111,0.7333333333333333,16,2,-0.3333333333333333,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,-0.6,6222,0,91,open
7471,1943,15,20,0.6378600823045267,0.1611111111111111,0.9555555555555556,16,2,-0.3333333333333333,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,-0.6,6222,0,91,open
4522,1349,12,20,0.845703125,0.0772833723653395,0.5,16,2,1.0,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,0.0,6222,0,376,close
4522,1349,12,20,0.28125,0.0772833723653395,0.65625,16,2,0.0,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,0.0,6222,0,376,close
4522,1349,12,20,0.318359375,0.0772833723653395,0.84375,16,2,0.0,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,0.0,6250,0,376,open
4522,1349,12,20,0.4375,0.0772833723653395,0.2083333333333333,16,2,-1.0,0.5714285714285714,0.3883869606277179,0.1428571428571428,0.3883869606277179,0.0,1967,0,376,open
1249,0,18,20,0.0390625,0.5761904761904761,1.0,16,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,7,20,0.1181102362204724,1.2,1.0,16,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
6504,1905,2,20,0.8048780487804879,1.7142857142857142,1.0,16,2,0.0,0.0,0.1728417398915681,-1.0,0.1728417398915681,-1.0,5255,0,46,open
6504,1905,2,20,0.8048780487804879,1.7142857142857142,1.0,16,2,0.0,0.0,0.1728417398915681,-1.0,0.1728417398915681,-1.0,5255,0,46,open
1249,0,7,20,0.1181102362204724,1.2,1.0,16,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,9,20,0.093167701863354,1.3898305084745763,1.0,16,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,19,20,0.0520833333333333,0.937984496124031,1.0,16,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,30,2,0.7259933774834437,0.35924617196702,0.2068965517241379,18,3,-1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,-1.0,8929,0,0,open
1249,0,30,2,0.7682119205298014,0.35924617196702,0.2068965517241379,18,3,-1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,-1.0,8929,0,0,open
1249,0,30,2,0.8104304635761589,0.35924617196702,0.1875,18,3,-1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,-1.0,8929,0,0,open
1249,0,30,2,0.8559602649006622,0.35924617196702,0.1071428571428571,18,3,-1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,-1.0,8929,0,0,open
1249,0,30,2,0.3062913907284768,0.35924617196702,0.3076923076923077,18,1,-1.0,0.0476190476190476,0.3883869606277179,-0.9047619047619048,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.3311258278145695,0.35924617196702,0.3076923076923077,18,1,-1.0,0.0476190476190476,0.3883869606277179,-0.9047619047619048,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.1283112582781456,0.35924617196702,0.6666666666666666,18,2,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.201158940397351,0.35924617196702,0.6666666666666666,18,2,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.1614238410596026,0.35924617196702,0.6267806267806268,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.1854304635761589,0.35924617196702,0.6333333333333333,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.2533112582781457,0.35924617196702,0.6267806267806268,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.2781456953642384,0.35924617196702,0.6267806267806268,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.3278145695364238,0.35924617196702,0.6267806267806268,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.3526490066225166,0.35924617196702,0.6375,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,30,2,0.3716887417218543,0.35924617196702,0.6267806267806268,18,3,-1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,-1.0,8929,0,0,open
1249,0,7,2,0.4460966542750929,0.4055555555555555,1.0,18,3,-1.0,0.0310077519379844,0.4931046897048161,-0.813953488372093,0.4931046897048161,-1.0,8929,0,0,open
1249,0,7,2,0.9516728624535316,0.4055555555555555,1.0,18,3,-1.0,0.0310077519379844,0.4931046897048161,-0.813953488372093,0.4931046897048161,-1.0,8929,0,0,open
1249,0,7,2,0.8996282527881041,0.4055555555555555,1.0,18,3,-1.0,0.0310077519379844,0.4931046897048161,-0.813953488372093,0.4931046897048161,-1.0,8929,0,0,open
3585,764,33,28,0.8156424581005587,0.2626728110599078,0.6666666666666666,9,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-1.0,2336,18,273,open
3585,764,33,28,0.6340782122905028,0.2626728110599078,0.6666666666666666,9,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-1.0,2336,18,273,open
3585,764,33,28,0.5446927374301676,0.2626728110599078,0.6666666666666666,9,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-1.0,2336,18,273,open
3585,764,12,28,0.6855123674911661,0.1435897435897435,1.0,9,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,1.0,8536,18,466,close
3585,764,18,28,0.7875399361022364,0.0924024640657084,1.0,9,3,-1.0,0.0310077519379844,0.4931046897048161,-0.813953488372093,0.4931046897048161,0.0,695,18,1160,open
3585,764,18,28,0.1693290734824281,0.0924024640657084,1.0,9,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,0.0,8536,18,1160,close
3585,764,5,28,0.981981981981982,0.2676056338028169,0.6666666666666666,9,2,-1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,-1.0,1885,18,23,open
3585,764,5,28,0.5945945945945946,0.2676056338028169,1.0,9,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-1.0,196,18,23,open
4371,1233,12,28,0.4285714285714285,0.4615384615384615,1.0,9,2,0.0,0.0,0.3883869606277179,-1.0,0.3883869606277179,-1.0,6491,18,25,open
2065,501,2,17,0.6451612903225806,0.8214285714285714,1.0,3,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-1.0,816,0,42,open
4371,1233,5,17,0.5425531914893617,0.4814814814814814,1.0,3,1,-1.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,2336,0,85,open
2065,501,2,17,0.6451612903225806,0.8214285714285714,1.0,3,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-1.0,816,0,42,open
2658,610,13,3,0.6830357142857143,0.2681159420289855,0.6,4,2,-1.0,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,-1.0,4159,0,0,open
2658,610,13,3,0.8660714285714286,0.2681159420289855,0.4285714285714285,4,2,-1.0,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,-1.0,4159,0,0,open
2658,610,13,3,0.5446428571428571,0.2681159420289855,0.7272727272727273,4,2,-1.0,0.2,0.1728417398915681,-0.5428571428571428,0.1728417398915681,-1.0,4159,0,0,open
2658,610,13,3,0.5044642857142857,0.2681159420289855,0.2727272727272727,4,2,-1.0,0.0,0.1941964285714285,-1.0,0.1941964285714285,-1.0,4159,0,0,open
3585,764,7,16,0.6673819742489271,0.2429022082018927,1.0,6,2,1.0,0.8333333333333334,0.4931046897048161,0.6666666666666666,0.4931046897048161,0.5,2336,11,414,close
3585,764,7,16,0.5407725321888412,0.2429022082018927,1.0,6,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,0.5,2336,11,414,close
3585,764,7,16,0.371244635193133,0.2429022082018927,0.3333333333333333,6,2,1.0,1.0,0.4931046897048161,1.0,0.4931046897048161,0.5,2336,11,414,close
4561,1380,2,16,0.6071428571428571,0.5454545454545454,1.0,6,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,1.0,3312,11,82,close
4561,1380,2,16,0.8571428571428571,0.5454545454545454,0.5,6,2,1.0,0.5714285714285714,0.3883869606277179,0.1428571428571428,0.3883869606277179,1.0,2336,11,82,close
4237,1178,7,20,0.3177570093457944,0.1666666666666666,0.5652173913043478,10,1,1.0,0.0476190476190476,0.3883869606277179,-0.9047619047619048,0.3883869606277179,1.0,1103,68,260,close
4237,1178,7,20,0.4906542056074766,0.1666666666666666,0.6666666666666666,10,1,1.0,1.0,0.3883869606277179,1.0,0.3883869606277179,1.0,2988,68,260,close
4237,1178,7,20,0.6915887850467289,0.1666666666666666,0.5833333333333334,10,3,1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,1.0,2988,68,260,close
4237,1178,7,20,0.4485981308411215,0.1666666666666666,0.6111111111111112,10,3,1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,1.0,2988,68,260,close
2025,494,18,20,0.6224188790560472,0.0927419354838709,0.6666666666666666,10,1,1.0,1.0,0.3883869606277179,1.0,0.3883869606277179,1.0,776,68,53,close
9482,2217,27,20,0.2473498233215547,0.0881316098707403,0.6923076923076923,10,1,1.0,0.4615384615384615,0.0,0.3076923076923077,0.0,1.0,549,68,1982,close
9482,2217,27,20,0.3701413427561837,0.0881316098707403,1.0,10,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,1.0,8233,68,1982,close
1880,456,10,20,0.427807486631016,0.1796875,1.0,10,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,1.0,631,68,30,close
1364,108,6,11,0.918918918918919,0.21875,0.75,6,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-0.3333333333333333,115,40,10,open
1364,108,6,11,0.5675675675675675,0.21875,0.75,6,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-0.3333333333333333,115,40,10,open
1364,108,6,11,0.8175675675675675,0.21875,0.9166666666666666,6,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-0.3333333333333333,115,40,10,open
1364,108,6,11,0.6554054054054054,0.21875,1.0,6,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-0.3333333333333333,115,40,10,close
1364,108,6,11,0.7432432432432432,0.21875,1.0,6,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-0.3333333333333333,115,40,10,close
1364,108,6,11,0.581081081081081,0.21875,1.0,6,2,0.0,0.0,0.0634920634920634,-1.0,0.0634920634920634,-0.3333333333333333,115,40,10,open
1414,129,103,21,0.2520852641334569,0.0542540073982737,0.6666666666666666,6,2,-1.0,0.0,0.1263492063492063,-0.8333333333333334,0.1263492063492063,-1.0,5408,18,887,open
1414,129,103,21,0.3818350324374421,0.0542540073982737,0.5,6,2,-1.0,0.0,0.1263492063492063,-0.8571428571428571,0.1263492063492063,-1.0,5408,18,887,open
1414,129,41,21,0.9269521410579346,0.1498257839721254,0.6666666666666666,6,3,1.0,0.024793388429752,0.3883869606277179,-0.950413223140496,0.3883869606277179,1.0,1009,18,401,close
1978,486,11,21,0.3937007874015748,0.4078947368421052,1.0,6,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-0.3333333333333333,729,18,93,close
1575,267,6,21,0.3262411347517731,0.4390243902439024,1.0,13,1,0.0,0.0,0.1263492063492063,-1.0,0.1263492063492063,0.0,304,24,148,open
1575,267,6,21,0.6099290780141844,0.4390243902439024,0.5444444444444445,13,3,0.5,0.3333333333333333,0.1728417398915681,-0.3333333333333333,0.1728417398915681,0.0,326,24,148,close
1575,267,3,21,0.864406779661017,0.53125,0.2857142857142857,13,3,-1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,-1.0,326,24,0,open
1540,257,3,21,0.7868852459016393,0.5757575757575758,0.1666666666666666,13,3,1.0,0.0363636363636363,0.4931046897048161,-0.6,0.4931046897048161,1.0,291,24,17,close
2689,611,178,65,0.0418371987266939,0.1385281385281385,1.0,44,3,0.0,0.6666666666666666,0.1728417398915681,0.5555555555555556,0.1728417398915681,-0.2,8531,313,3543,close
1547,260,10,62,0.740909090909091,0.14375,1.0,34,2,0.0,0.4285714285714285,0.3883869606277179,0.2857142857142857,0.3883869606277179,1.0,298,37,15,close
1575,267,4,62,0.8617886178861789,0.3866666666666666,0.5925925925925926,34,2,1.0,0.5714285714285714,0.3883869606277179,0.1428571428571428,0.3883869606277179,1.0,298,37,44,close
1423,135,3,62,0.8187134502923976,0.3846153846153846,1.0,34,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-0.6,174,37,1,close
1575,267,4,62,0.6716417910447762,0.425,1.0,34,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,1.0,326,37,1,close
1472,189,2,62,0.8333333333333334,0.1870503597122302,1.0,34,2,1.0,0.2857142857142857,0.4931046897048161,-0.2857142857142857,0.4931046897048161,1.0,275,37,163,close
1575,267,4,62,0.4171428571428571,0.2682926829268293,1.0,34,3,1.0,0.8333333333333334,0.4931046897048161,0.6666666666666666,0.4931046897048161,1.0,223,37,155,close
1575,267,14,62,0.2973523421588595,0.1131578947368421,0.54,34,2,1.0,0.5714285714285714,0.3883869606277179,0.1428571428571428,0.3883869606277179,1.0,267,37,164,close
1575,267,14,62,0.5682281059063137,0.1131578947368421,1.0,34,3,1.0,0.2857142857142857,0.4931046897048161,-0.2857142857142857,0.4931046897048161,1.0,326,37,164,close
1575,267,7,62,0.4852941176470588,0.1844660194174757,0.8333333333333334,34,1,1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,1.0,326,37,95,close
1575,267,7,62,0.5588235294117647,0.1844660194174757,1.0,34,1,1.0,0.0266666666666666,0.4931046897048161,-0.94,0.4931046897048161,1.0,326,37,95,close
1449,164,50,62,0.128125,0.1,1.0,34,2,-1.0,0.0,0.1728417398915681,-1.0,0.1728417398915681,-1.0,8929,37,2,open
1575,267,8,62,0.2088607594936709,0.0801033591731266,0.2142857142857142,34,1,1.0,0.4615384615384615,0.0,0.3076923076923077,0.0,1.0,326,37,17,close
1575,267,8,62,0.4113924050632911,0.0801033591731266,0.625,34,2,1.0,1.0,0.1941964285714285,1.0,0.1941964285714285,1.0,326,37,17,close
1575,267,8,62,0.3164556962025316,0.0801033591731266,0.8571428571428571,34,2,1.0,1.0,0.1941964285714285,1.0,0.1941964285714285,1.0,326,37,17,close
1575,267,8,62,0.1983122362869198,0.0801033591731266,1.0,34,3,1.0,1.0,0.1941964285714285,1.0,0.1941964285714285,1.0,326,37,17,close
1575,267,8,62,0.4451476793248945,0.0801033591731266,1.0,34,1,1.0,0.4615384615384615,0.0,0.3076923076923077,0.0,1.0,326,37,17,close
1575,267,3,62,0.558282208588957,0.1416666666666666,0.1851851851851851,34,1,1.0,0.4615384615384615,0.0,0.3076923076923077,0.0,0.1428571428571428,326,37,107,close
1575,267,3,62,0.7484662576687117,0.1416666666666666,0.925925925925926,34,1,1.0,0.4615384615384615,0.0,0.3076923076923077,0.0,0.1428571428571428,326,37,107,close
1575,267,3,62,0.3987730061349693,0.1416666666666666,0.2857142857142857,34,1,1.0,0.4615384615384615,0.0,0.3076923076923077,0.0,0.1428571428571428,326,37,107,close
1575,267,3,62,0.7852760736196319,0.1416666666666666,1.0,34,2,0.0,0.4285714285714285,0.3883869606277179,0.2857142857142857,0.3883869606277179,0.1428571428571428,326,37,107,close
1575,267,1,19,0.6730769230769231,0.5862068965517241,1.0,4,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-1.0,326,3,0,open
1575,267,1,19,0.75,0.68,1.0,4,3,0.0,0.625,0.3883869606277179,0.4166666666666667,0.3883869606277179,-1.0,326,3,0,open
1575,267,10,19,0.6106194690265486,0.1746987951807229,1.0,4,2,0.0,0.4285714285714285,0.3883869606277179,0.2857142857142857,0.3883869606277179,-1.0,326,3,167,open
8260,2030,4,3,0.4144144144144144,0.3939393939393939,1.0,3,2,0.0,0.0,0.0634920634920634,-1.0,0.0634920634920634,-1.0,5420,0,103,open
8260,2030,4,3,0.927927927927928,0.3939393939393939,1.0,3,2,0.0,0.0,0.0634920634920634,-1.0,0.0634920634920634,-1.0,7011,0,103,open
1249,0,13,83,0.0615942028985507,1.46,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,7,83,0.1390728476821192,1.180327868852459,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,11,83,0.0755555555555555,1.5443037974683544,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,7,83,0.1360544217687075,1.1147540983606556,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,15,83,0.0692041522491349,1.6428571428571428,1.0,108,3,0.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,15,83,0.0692041522491349,1.6428571428571428,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,19,83,0.0433526011560693,1.2814814814814814,1.0,108,3,0.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,19,83,0.0433526011560693,1.2814814814814814,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,11,83,0.0958904109589041,1.1555555555555554,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,11,83,0.0851063829787234,0.9634146341463414,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,22,83,0.0478723404255319,1.3125,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,27,83,0.0360205831903945,2.3125,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,7,83,0.1111111111111111,0.8611111111111112,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,14,83,0.3854166666666667,1.3425925925925926,0.5654761904761905,108,2,-1.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,3,83,0.1976744186046511,1.2727272727272727,1.0,108,3,0.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,3,83,0.1976744186046511,1.2727272727272727,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
3432,744,4,83,0.6140350877192983,1.0,0.3333333333333333,108,2,-1.0,0.2,0.4931046897048161,-0.4,0.4931046897048161,-1.0,2183,0,1,open
1249,0,3,83,0.2,0.9393939393939394,1.0,108,3,0.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,3,83,0.2,0.9393939393939394,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,15,83,0.0514285714285714,1.7964601769911503,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,7,83,0.1458333333333333,1.0655737704918034,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,12,83,0.0697674418604651,0.7289719626168224,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
3432,744,4,83,0.6140350877192983,1.0,0.3333333333333333,108,2,-1.0,0.2,0.4931046897048161,-0.4,0.4931046897048161,-1.0,2183,0,1,open
1249,0,4,83,0.1630434782608695,1.0810810810810811,1.0,108,3,0.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,4,83,0.1630434782608695,1.0810810810810811,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,13,83,0.0526315789473684,0.569620253164557,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,6,83,0.1282051282051282,1.1521739130434785,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,7,83,0.1214285714285714,1.0,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,11,83,0.0933333333333333,1.5443037974683544,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,17,83,0.0495626822157434,1.7105263157894737,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,61,83,0.3355965082444229,1.3818181818181818,1.0,108,3,-1.0,0.2857142857142857,0.4931046897048161,-0.2857142857142857,0.4931046897048161,-1.0,8929,0,0,open
1249,0,61,83,0.0213385063045586,1.3818181818181818,1.0,108,3,0.0,0.0,0.4931046897048161,-1.0,0.4931046897048161,-1.0,8929,0,0,open
1249,0,61,83,0.0213385063045586,1.3818181818181818,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,30,83,0.4121739130434783,1.240174672489083,1.0,108,3,-1.0,0.2857142857142857,0.4931046897048161,-0.2857142857142857,0.4931046897048161,-1.0,8929,0,0,open
1249,0,30,83,0.0347826086956521,1.240174672489083,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
1249,0,18,83,0.0546075085324232,1.1779661016949152,1.0,108,3,0.0,0.0439560439560439,0.1728417398915681,-0.912087912087912,0.1728417398915681,-1.0,8929,0,0,open
