F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-ArrayUtils.isSameLength(nullArray nullArray),F3-new ToStringBuilder(base).append(array).toString(),F3-Integer,F3-ArrayUtils.toObject(b),F3-Throwable,F3-ArrayUtils.toPrimitive(b),F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-double[],F3-null,F3-byte[],F3-boolean,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-String,F3-boolean[],F3-int,F3-char[],F3-ArrayUtils.nullToEmpty(original),F3-long[],F15-NA,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-brentworden@apache.org,F71-kinow@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-djones@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,category
2562,1663,233,122,0.0584564860426929,1.7330210772833723,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.0558292282430213,1.7330210772833723,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.0532019704433497,1.7330210772833723,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.0610837438423645,1.7330210772833723,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.0742200328407225,1.7330210772833723,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1766830870279146,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1701149425287356,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1832512315270936,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1898193760262725,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1569786535303776,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1504105090311986,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1431855500821018,1.7330210772833723,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1635467980295566,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.1963875205254515,1.7330210772833723,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5377668308702791,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.493103448275862,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5489326765188834,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5600985221674877,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5154351395730706,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5042692939244663,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5266009852216749,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5712643678160919,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5640394088669951,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5676518883415436,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5305418719211823,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5341543513957308,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.4858784893267652,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.4894909688013136,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5417077175697865,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.545320197044335,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5528735632183908,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5564860426929392,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5082101806239737,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5118226600985222,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.4970443349753695,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5006568144499179,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.519376026272578,1.7330210772833723,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,233,122,0.5229885057471264,1.7330210772833723,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.2658143502507453,-0.8,0.2658143502507453,-1.0,1786,295,2046,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,open
1996,1183,13,122,0.076797385620915,0.0844793713163064,0.5833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1757,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.7009803921568627,0.0844793713163064,0.2317073170731707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.826797385620915,0.0844793713163064,0.556910569105691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.7450980392156863,0.0844793713163064,0.3455284552845528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.9901960784313726,0.0844793713163064,0.9796747967479674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.949346405228758,0.0844793713163064,0.8739837398373984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.8676470588235294,0.0844793713163064,0.6626016260162602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.9084967320261438,0.0844793713163064,0.7682926829268293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.7859477124183006,0.0844793713163064,0.4512195121951219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1786,295,593,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.3937908496732026,0.0844793713163064,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-1.0,1708,295,593,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.3676470588235294,0.0844793713163064,0.8076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0157068062827225,0.2658143502507453,-0.9685863874345548,0.2658143502507453,-1.0,950,295,593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1996,1183,13,122,0.3872549019607843,0.0844793713163064,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0157068062827225,0.2658143502507453,-0.9685863874345548,0.2658143502507453,-1.0,1708,295,593,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
1996,1183,13,122,0.3872549019607843,0.0844793713163064,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0157068062827225,0.2658143502507453,-0.9685863874345548,0.2658143502507453,-1.0,1708,295,593,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,open
2562,1663,196,122,0.2230215827338129,0.059605026929982,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.1666666666666666,0.2658143502507453,-0.6666666666666666,0.2658143502507453,-0.9428571428571428,1786,295,2819,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,open
2562,1663,196,122,0.8348201438848921,0.059605026929982,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,PERFORMANCE,DM_NUMBER_CTOR,2,-0.3333333333333333,0.1875,0.1441745102569434,-0.625,0.1441745102569434,-0.9428571428571428,1786,295,2819,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,open
