F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Type[],F3-new ToStringBuilder(base).append(array).toString(),F3-Class,F3-Integer,F3-Throwable,F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-baseStr +  [  + SystemUtils.LINE_SEPARATOR+    <null> + SystemUtils.LINE_SEPARATOR+  ] ,F3-null,F3-boolean,F3-Object,F3-Character,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-SystemUtils.isOSMatch(osName osVersion  Windows 9   4.1 ),F3-String,F3-int,F3-char[],F3-sb.toString(),F3-Date,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,category
2562,1117,223,120,0.0606320851940913,1.6942028985507247,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.0578838886980419,1.6942028985507247,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.0551356922019924,1.6942028985507247,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.0633802816901408,1.6942028985507247,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.0771212641703881,1.6942028985507247,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1796633459292339,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1729646169701133,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1863620748883545,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1930608038474751,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1595671590518722,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1528684300927516,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1456544142906218,1.6942028985507247,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1662658880109928,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.1997595328065956,1.6942028985507247,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5166609412572999,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4699416008244589,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5283407763655101,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5400206114737204,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4933012710408794,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4816214359326692,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5049811061490896,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5517004465819306,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5441429062177946,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5479216763998626,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5091034008931639,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5128821710752319,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4623840604603229,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4661628306423909,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5207832360013741,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5245620061834421,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5324630711095844,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5362418412916523,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4857437306767433,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4895225008588114,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4740638955685331,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4778426657506012,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.4974235657849536,1.6942028985507247,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
2562,1117,223,120,0.5012023359670217,1.6942028985507247,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.6899001772206611,-0.8,0.6899001772206611,-1.0,1228,1801,4739,1,1,1,0,1,0,1,1,1,0,1,1,0,1,open
1996,637,13,120,0.0770491803278688,0.0848126232741617,0.5833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1199,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.7032786885245902,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.8295081967213115,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.7475409836065574,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.9934426229508196,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.9524590163934428,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.8704918032786885,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.9114754098360656,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.7885245901639344,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1228,1801,1080,0,1,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.3950819672131147,0.0848126232741617,0.28125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,DLS_DEAD_LOCAL_STORE,3,-0.3333333333333333,0.2181818181818181,0.6899001772206611,-0.5636363636363636,0.6899001772206611,-0.8461538461538461,1150,1801,1080,0,0,0,0,0,0,1,1,0,0,0,0,0,1,close
1996,637,13,120,0.3688524590163934,0.0848126232741617,0.8076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.170886075949367,0.6899001772206611,-0.6582278481012658,0.6899001772206611,-0.8461538461538461,392,1801,1080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,open
1996,637,13,120,0.3885245901639344,0.0848126232741617,0.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.3333333333333333,0.170886075949367,0.6899001772206611,-0.6582278481012658,0.6899001772206611,-0.8461538461538461,1150,1801,1080,0,0,0,0,0,0,1,1,0,0,0,0,0,1,open
1996,637,13,120,0.3885245901639344,0.0848126232741617,0.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.3333333333333333,0.170886075949367,0.6899001772206611,-0.6582278481012658,0.6899001772206611,-0.8461538461538461,1150,1801,1080,0,0,0,0,0,0,1,1,0,0,0,0,0,1,open
2562,1117,148,120,0.9437215354586858,0.0721649484536082,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,PERFORMANCE,DM_NUMBER_CTOR,2,0.3333333333333333,0.3333333333333333,0.2558385927730618,-0.3333333333333333,0.2558385927730618,-0.3857142857142857,1228,1801,2440,1,1,0,0,0,0,1,1,1,0,1,1,0,1,close
2562,1117,148,120,0.9311971372804164,0.0721649484536082,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.3333333333333333,0.2558385927730618,-0.3333333333333333,0.2558385927730618,-0.3857142857142857,1228,1801,2440,1,1,0,0,0,0,1,1,1,0,1,1,0,1,open
2562,1117,148,120,0.9377033181522446,0.0721649484536082,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,PERFORMANCE,DM_NUMBER_CTOR,2,-0.3333333333333333,0.3333333333333333,0.2558385927730618,-0.3333333333333333,0.2558385927730618,-0.3857142857142857,1228,1801,2440,1,1,0,0,0,0,1,1,1,0,1,1,0,1,open
2562,1117,148,120,1.301453047061375,0.0721649484536082,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343,PERFORMANCE,DM_NUMBER_CTOR,3,0.1111111111111111,0.3333333333333333,0.2558385927730618,-0.3333333333333333,0.2558385927730618,-0.3857142857142857,1228,1801,2440,1,1,0,0,0,0,1,1,1,0,1,1,0,1,close
