F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Type[],F3-rb.contains(-10),F3-range.contains( c ),F3-new ToStringBuilder(base).append(array).toString(),F3-Class,F3-Integer,F3-CharUtils.toCharacterObject( a ),F3-baseStr +  [  + SystemUtils.LINE_SEPARATOR+    <null> + SystemUtils.LINE_SEPARATOR+  ] ,F3-boolean,F3-int[][],F3-CharUtils.toIntValue(new Character( A ) -1),F3-char,F3-String,F3-TypeUtils.isInstance(1 uriComparableType),F3-float[][],F3-int,F3-sb.toString(),F3-Comparable,F3-Locale,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-niallp@apache.org,F71-oheger@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-sebb@apache.org,category
2562,751,223,121,0.0609040717736369,1.7025316455696202,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.058143547273982,1.7025316455696202,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.0553830227743271,1.7025316455696202,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.0636645962732919,1.7025316455696202,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.0774672187715665,1.7025316455696202,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1804692891649413,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1737405106970324,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1871980676328502,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1939268461007591,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1602829537612146,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1535541752933057,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1463077984817115,1.7025316455696202,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.1670117322291235,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.200655624568668,1.7025316455696202,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5189786059351277,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4720496894409938,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5307108350586611,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5424430641821946,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4955141476880607,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4837819185645272,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5072463768115942,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5541752933057281,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.546583850931677,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5503795721187026,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5113871635610766,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5151828847481021,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4644582470669427,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4682539682539682,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.52311939268461,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5269151138716356,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5348516218081435,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.538647342995169,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4879227053140096,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4917184265010352,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4761904761904761,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4799861973775017,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.4996549344375431,1.7025316455696202,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
2562,751,223,121,0.5034506556245687,1.7025316455696202,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1,0.7125879389300751,-0.8,0.7125879389300751,-1.0,1021,370,4720,1,1,1,1,1,1,1,0,1,1,1,open
1996,271,13,121,0.0770491803278688,0.0848126232741617,0.5833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,992,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.7032786885245902,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.8295081967213115,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.7475409836065574,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.9934426229508196,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.9524590163934428,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.8704918032786885,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.9114754098360656,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.7885245901639344,0.0848126232741617,0.6209349593495935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,1021,370,1080,0,1,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.3950819672131147,0.0848126232741617,0.28125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,-0.3333333333333333,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.8461538461538461,943,370,1080,0,0,1,1,0,0,0,0,0,0,1,close
1996,271,13,121,0.3688524590163934,0.0848126232741617,0.8076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.2647058823529412,0.7125879389300751,-0.4705882352941176,0.7125879389300751,-0.8461538461538461,185,370,1080,0,0,1,0,0,0,0,0,0,0,0,open
1996,271,13,121,0.3885245901639344,0.0848126232741617,0.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.3333333333333333,0.2647058823529412,0.7125879389300751,-0.4705882352941176,0.7125879389300751,-0.8461538461538461,943,370,1080,0,0,1,1,0,0,0,0,0,0,1,open
1996,271,13,121,0.3885245901639344,0.0848126232741617,0.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.3333333333333333,0.2647058823529412,0.7125879389300751,-0.4705882352941176,0.7125879389300751,-0.8461538461538461,943,370,1080,0,0,1,1,0,0,0,0,0,0,1,open
2562,751,149,121,0.2655018842069201,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.26,0.7125879389300751,-0.48,0.7125879389300751,-0.3857142857142857,1021,370,2249,1,1,1,1,0,0,1,0,1,0,1,close
2562,751,149,121,0.9938335046248716,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.3571428571428571,0.2647564154640469,-0.2857142857142857,0.2647564154640469,-0.3857142857142857,1021,370,2249,1,1,1,1,0,0,1,0,1,0,1,close
2562,751,149,121,0.9806440561836244,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.3571428571428571,0.2647564154640469,-0.2857142857142857,0.2647564154640469,-0.3857142857142857,1021,370,2249,1,1,1,1,0,0,1,0,1,0,1,close
2562,751,149,121,0.9874957177115452,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,PERFORMANCE,DM_NUMBER_CTOR,2,-0.3333333333333333,0.3571428571428571,0.2647564154640469,-0.2857142857142857,0.2647564154640469,-0.3857142857142857,1021,370,2249,1,1,1,1,0,0,1,0,1,0,1,open
2562,751,149,121,1.3705606943017017,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,PERFORMANCE,DM_NUMBER_CTOR,3,0.3333333333333333,0.3571428571428571,0.2647564154640469,-0.2857142857142857,0.2647564154640469,-0.3857142857142857,1021,370,2249,1,1,1,1,0,0,1,0,1,0,1,close
2562,751,149,121,1.3680484184081307,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,PERFORMANCE,DM_NUMBER_CTOR,3,-0.1111111111111111,0.3571428571428571,0.2647564154640469,-0.2857142857142857,0.2647564154640469,-0.3857142857142857,1021,370,2249,1,1,1,1,0,0,1,0,1,0,1,close
2562,751,149,121,0.1312093182596779,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,CORRECTNESS,EC_BAD_ARRAY_COMPARE,2,1.0,0.7391304347826086,0.2950820030805853,0.4782608695652174,0.2950820030805853,-0.3857142857142857,913,370,2249,1,0,1,1,0,0,0,0,1,0,1,close
2562,751,149,121,0.1288112367249058,0.0770925110132158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,CORRECTNESS,EC_BAD_ARRAY_COMPARE,2,1.0,0.7391304347826086,0.2950820030805853,0.4782608695652174,0.2950820030805853,-0.3857142857142857,913,370,2249,1,0,1,1,0,0,0,0,1,0,1,close
