F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-URL,F3-String[],F3-ObjectName,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,category
17995,3291,13,21,0.9198717948717948,0.573170731707317,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,2,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,14641,0,251,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,open
17995,3291,19,21,0.7,1.2551724137931035,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0,-0.5384615384615384,0.0,-1.0,14641,0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,19,21,1.4986111111111111,1.2551724137931035,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3103448275862069,0.6163151759730154,-0.3793103448275862,0.6163151759730154,-1.0,14641,0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,3,21,0.8823529411764706,0.7222222222222222,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,14641,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
4879,204,20,11,0.9668508287292816,0.9213483146067416,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,2,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,1525,0,161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,5,11,0.9738219895287958,0.8351648351648352,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,14641,0,178,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,11,11,0.9601990049751244,1.170731707317073,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,1.0,14641,0,190,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,40,11,0.759656652360515,0.5281173594132029,0.5892857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3426181989319204,0.7,0.3426181989319204,1.0,14641,0,641,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,40,11,0.748211731044349,0.5281173594132029,0.4464285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3426181989319204,0.7,0.3426181989319204,1.0,14641,0,641,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,40,11,0.721030042918455,0.5281173594132029,0.1071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.9074074074074074,0.3426181989319204,0.8148148148148148,0.3426181989319204,1.0,14641,0,641,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,40,11,0.7324749642346209,0.5281173594132029,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.9074074074074074,0.3426181989319204,0.8148148148148148,0.3426181989319204,1.0,14641,0,641,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,33,23,0.7250489236790607,0.7435387673956262,0.5348837209302325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,14641,103,919,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3291,20,23,0.7527216174183515,0.3872679045092838,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,8442,103,418,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
14888,1972,12,23,0.7211394302848576,0.3884892086330935,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,6015,103,226,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,17,23,0.980327868852459,0.9042553191489362,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,BC_VACUOUS_INSTANCEOF,2,-1.0,0.0,0.2127614114225195,-1.0,0.2127614114225195,-1.0,675,103,205,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,17,23,0.519672131147541,0.9042553191489362,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,3,-1.0,0.4166666666666667,0.2127614114225195,-0.1666666666666666,0.2127614114225195,-1.0,56,103,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
17995,3291,17,23,0.8290983606557377,0.9042553191489362,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-1.0,675,103,205,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,12,23,0.7372093023255814,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-1.0,14641,103,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,12,23,0.772093023255814,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-1.0,678,103,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,12,23,0.7930232558139535,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-1.0,14641,103,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,12,23,0.8697674418604651,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-1.0,14641,103,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,12,23,0.8395348837209302,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-1.0,14641,103,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
4029,105,7,23,2.0204918032786887,0.3095238095238095,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3103448275862069,0.6163151759730154,-0.3793103448275862,0.6163151759730154,-1.0,14641,103,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
4029,105,7,23,0.6598360655737705,0.3095238095238095,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3103448275862069,0.6163151759730154,-0.3793103448275862,0.6163151759730154,-1.0,675,103,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
11836,1463,9,23,0.6167664670658682,0.148,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,17,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1489361702127659,0.3426181989319204,-0.7021276595744681,0.3426181989319204,-1.0,8482,103,296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,65,56,0.2230483271375464,0.7960088691796009,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.2222222222222222,0.1526476686532771,-0.5555555555555556,0.1526476686532771,1.0,6192,22,1131,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,18,56,0.6656671664167916,0.3071748878923767,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,14641,22,1299,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,open
17995,3291,18,56,0.6409295352323838,0.3071748878923767,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,48,22,1299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,18,56,0.6064467766116941,0.3071748878923767,0.8100558659217877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,14641,22,1299,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,open
17995,3291,13,56,0.9262672811059908,0.2558139534883721,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,SR_NOT_CHECKED,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-1.0,14641,22,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,144,56,0.8226346212351688,0.4926189174412247,0.7089552238805971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0,-0.5384615384615384,0.0,-0.5,7303,22,2901,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,open
17995,3291,144,56,0.9656221478551872,0.4926189174412247,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3426181989319204,0.7,0.3426181989319204,-0.5,1649,22,2901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
17995,3291,144,56,0.5972010952236082,0.4926189174412247,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.1392405063291139,0.1526476686532771,-0.7215189873417721,0.1526476686532771,-0.5,14641,22,2901,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3291,144,56,0.9476726498326742,0.4926189174412247,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.5,14641,22,2901,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3291,144,56,0.6355339215089747,0.4926189174412247,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-0.5,14641,22,2901,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3291,144,56,0.4012777608761789,0.4926189174412247,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-0.5,14641,22,2901,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3291,144,56,0.8889564952844539,0.4926189174412247,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-0.5,7409,22,2901,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,open
17995,3291,144,56,0.472771524186188,0.4926189174412247,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,UC_USELESS_OBJECT,2,1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-0.5,14641,22,2901,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,close
17995,3291,77,56,0.8451400329489291,0.5927505330490405,0.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,1.0,7409,22,1542,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3291,77,56,0.0466776496430532,0.5927505330490405,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,1.0,0.75,0.2127614114225195,0.5,0.2127614114225195,1.0,14641,22,1542,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,close
17995,3291,59,76,0.9365256124721604,0.1300448430493273,0.8947368421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.2127614114225195,-1.0,0.2127614114225195,-0.5,14641,99,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3291,59,76,0.9064587973273942,0.1300448430493273,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.2127614114225195,-1.0,0.2127614114225195,-0.5,14641,99,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3291,59,76,0.9020044543429844,0.1300448430493273,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-0.5,14641,99,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3291,59,76,0.9587973273942092,0.1300448430493273,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,82,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1489361702127659,0.3426181989319204,-0.7021276595744681,0.3426181989319204,-0.5,14641,99,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,close
17995,3291,16,76,0.5631431244153414,0.3333333333333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.1428571428571428,0.2127614114225195,-0.7142857142857143,0.2127614114225195,-1.0,14641,99,215,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,open
17995,3291,16,76,0.29466791393826,0.3333333333333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.1428571428571428,0.2127614114225195,-0.7142857142857143,0.2127614114225195,-1.0,14641,99,215,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,open
17995,3291,16,76,0.4864359214218896,0.3333333333333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.1428571428571428,0.2127614114225195,-0.7142857142857143,0.2127614114225195,-1.0,14641,99,215,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,open
17995,3291,7,76,0.9131832797427653,0.4943181818181818,0.1333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-0.6666666666666666,11348,99,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,7,76,0.9292604501607716,0.4943181818181818,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-0.6666666666666666,11348,99,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,7,76,0.945337620578778,0.4943181818181818,0.4666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-0.6666666666666666,11348,99,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,7,76,0.9614147909967846,0.4943181818181818,0.6333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-0.6666666666666666,11348,99,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,7,76,0.977491961414791,0.4943181818181818,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-0.6666666666666666,11346,99,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
