F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Session,F3-Integer,F3-Class,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,category
17995,3382,5,11,0.9738219895287958,0.8351648351648352,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2191132146192489,-0.7037037037037037,0.2191132146192489,-1.0,15269,3,178,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,11,11,0.9601990049751244,1.170731707317073,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,1.0,15269,3,190,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,40,11,0.76,0.5330073349633252,0.5892857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3434464585914554,0.7,0.3434464585914554,1.0,15269,3,15,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,40,11,0.7485714285714286,0.5330073349633252,0.4464285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3434464585914554,0.7,0.3434464585914554,1.0,15269,3,15,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,40,11,0.7214285714285714,0.5330073349633252,0.1071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.9074074074074074,0.3434464585914554,0.8148148148148148,0.3434464585914554,1.0,15269,3,15,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,40,11,0.7328571428571429,0.5330073349633252,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.9074074074074074,0.3434464585914554,0.8148148148148148,0.3434464585914554,1.0,15269,3,15,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,33,23,0.7250489236790607,0.7435387673956262,0.5348837209302325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-1.0,15269,137,919,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3382,20,23,0.7527216174183515,0.3872679045092838,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-1.0,9070,137,418,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
14888,2063,12,23,0.7211394302848576,0.3884892086330935,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-1.0,6643,137,226,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,17,23,0.980327868852459,0.9042553191489362,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,BC_VACUOUS_INSTANCEOF,2,-1.0,0.0,0.2191132146192489,-1.0,0.2191132146192489,-1.0,1303,137,205,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,17,23,0.519672131147541,0.9042553191489362,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,3,-1.0,0.4166666666666667,0.2191132146192489,-0.1666666666666666,0.2191132146192489,-1.0,684,137,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
17995,3382,17,23,0.8290983606557377,0.9042553191489362,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,-1.0,1303,137,205,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,12,23,0.7372093023255814,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,-1.0,15269,137,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,12,23,0.772093023255814,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,-1.0,1306,137,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,12,23,0.7930232558139535,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,-1.0,15269,137,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,12,23,0.8697674418604651,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,-1.0,15269,137,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,12,23,0.8395348837209302,1.3544303797468351,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,-1.0,15269,137,201,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
4029,196,7,23,2.028688524590164,0.3095238095238095,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.1071428571428571,0.5230156640657648,-0.7857142857142857,0.5230156640657648,-1.0,15269,137,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
4029,196,7,23,0.6598360655737705,0.3095238095238095,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.1071428571428571,0.5230156640657648,-0.7857142857142857,0.5230156640657648,-1.0,1303,137,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
11836,1554,11,23,0.4415322580645161,0.1871508379888268,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,17,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.0416666666666666,0.3434464585914554,-0.9166666666666666,0.3434464585914554,-1.0,9110,137,309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
2878,15,9,16,0.52046783625731,0.1379310344827586,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,1.0,0.1964285714285714,0.2191132146192489,-0.6071428571428571,0.2191132146192489,1.0,152,215,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2878,15,9,16,0.5555555555555556,0.1379310344827586,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,1.0,0.1964285714285714,0.2191132146192489,-0.6071428571428571,0.2191132146192489,1.0,152,215,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2877,15,9,16,0.46875,0.2095238095238095,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,1.0,135,215,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2802,7,5,3,0.9018987341772152,0.4545454545454545,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0833333333333333,0.2163547867063492,-0.8333333333333334,0.2163547867063492,1.0,76,31,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2802,7,5,3,0.6455696202531646,0.4545454545454545,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.25,0.3434464585914554,-0.5,0.3434464585914554,1.0,76,31,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2802,7,5,3,0.9746835443037974,0.4545454545454545,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,1.0,0.5,0.2191132146192489,0.0,0.2191132146192489,1.0,76,31,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2798,7,8,7,0.5424354243542435,0.4161490683229814,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,MALICIOUS_CODE,EI_EXPOSE_REP,2,1.0,0.1153846153846153,0.1233847176838554,-0.7692307692307693,0.1233847176838554,1.0,72,524,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
2797,7,25,7,0.4708661417322834,0.2696078431372549,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,MALICIOUS_CODE,EI_EXPOSE_REP,2,1.0,0.1153846153846153,0.1233847176838554,-0.7692307692307693,0.1233847176838554,1.0,71,524,509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,69,53,0.2210045662100456,0.7720430107526882,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.2727272727272727,0.1233847176838554,-0.4545454545454545,0.1233847176838554,1.0,6820,70,1138,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,18,53,0.6656671664167916,0.3071748878923767,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-1.0,15269,70,1299,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,open
17995,3382,18,53,0.6409295352323838,0.3071748878923767,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-1.0,676,70,1299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,18,53,0.6064467766116941,0.3071748878923767,0.8100558659217877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-1.0,15269,70,1299,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,open
17995,3382,13,53,0.9262672811059908,0.2558139534883721,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,SR_NOT_CHECKED,2,-1.0,0.0,0.5230156640657648,-1.0,0.5230156640657648,-1.0,15269,70,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3382,144,53,0.8151159289370672,0.4862829478214093,0.6928571428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.1304347826086956,0.0,-0.7391304347826086,0.0,-0.5,7931,70,1088,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,open
17995,3382,144,53,0.9623607347184584,0.4862829478214093,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3434464585914554,0.7,0.3434464585914554,-0.5,2277,70,1088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
17995,3382,144,53,0.5913881361035832,0.4862829478214093,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.1153846153846153,0.1233847176838554,-0.7692307692307693,0.1233847176838554,-0.5,15269,70,1088,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3382,144,53,0.9445950015055706,0.4862829478214093,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1964285714285714,0.2191132146192489,-0.6071428571428571,0.2191132146192489,-0.5,15269,70,1088,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3382,144,53,0.6293285155073773,0.4862829478214093,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-0.5,15269,70,1088,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3382,144,53,0.3974706413730804,0.4862829478214093,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-0.5,15269,70,1088,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,open
17995,3382,144,53,0.8822643781993376,0.4862829478214093,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,-0.5,8037,70,1088,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,open
17995,3382,144,53,0.4682324601023788,0.4862829478214093,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,UC_USELESS_OBJECT,2,1.0,0.125,0.2191132146192489,-0.75,0.2191132146192489,-0.5,15269,70,1088,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,close
17995,3382,77,53,0.8451400329489291,0.5927505330490405,0.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.4722222222222222,0.2191132146192489,-0.0555555555555555,0.2191132146192489,1.0,8037,70,435,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,close
17995,3382,77,53,0.0466776496430532,0.5927505330490405,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,1.0,0.75,0.2191132146192489,0.5,0.2191132146192489,1.0,15269,70,435,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,close
17995,3382,59,73,0.9365256124721604,0.1300448430493273,0.8947368421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.2191132146192489,-1.0,0.2191132146192489,-0.5,15269,14,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3382,59,73,0.9064587973273942,0.1300448430493273,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.2191132146192489,-1.0,0.2191132146192489,-0.5,15269,14,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3382,59,73,0.9020044543429844,0.1300448430493273,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2191132146192489,-0.7037037037037037,0.2191132146192489,-0.5,15269,14,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3382,59,73,0.9587973273942092,0.1300448430493273,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,82,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.0416666666666666,0.3434464585914554,-0.9166666666666666,0.3434464585914554,-0.5,15269,14,712,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,close
