F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-MappedHost[],F3-byte[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,category
17995,3109,13,21,0.9198717948717948,0.573170731707317,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,2,-1.0,0.175,0.3779309257415192,-0.65,0.3779309257415192,-1.0,13326,0,251,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,open
17995,3109,19,21,0.6991643454038997,1.2482758620689656,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0584959093234787,-0.5384615384615384,0.0584959093234787,-1.0,13326,0,332,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,19,21,1.498607242339833,1.2482758620689656,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3103448275862069,0.6250450530305444,-0.3793103448275862,0.6250450530305444,-1.0,13326,0,332,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,3,21,0.8823529411764706,0.7222222222222222,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.175,0.3779309257415192,-0.65,0.3779309257415192,-1.0,13326,0,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
4879,22,20,11,0.9668508287292816,0.9213483146067416,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,2,-1.0,0.175,0.3779309257415192,-0.65,0.3779309257415192,-1.0,210,168,161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,5,11,0.9738219895287958,0.8351648351648352,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.175,0.3779309257415192,-0.65,0.3779309257415192,-1.0,13326,168,15,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,11,11,0.9601990049751244,1.170731707317073,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,1.0,13326,168,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,40,11,0.759656652360515,0.5281173594132029,0.5892857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3361774307264361,0.7,0.3361774307264361,1.0,13326,168,12,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,40,11,0.748211731044349,0.5281173594132029,0.4464285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3361774307264361,0.7,0.3361774307264361,1.0,13326,168,12,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,40,11,0.721030042918455,0.5281173594132029,0.1071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.9056603773584906,0.3361774307264361,0.8113207547169812,0.3361774307264361,1.0,13326,168,12,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,40,11,0.7324749642346209,0.5281173594132029,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.9056603773584906,0.3361774307264361,0.8113207547169812,0.3361774307264361,1.0,13326,168,12,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,32,23,0.4994708994708994,0.7245119305856833,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.5,2969,49,197,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,close
17995,3109,20,23,0.7630402384500745,0.4066496163682864,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,-1.0,7127,49,412,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,20,23,0.9865871833084948,0.4066496163682864,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MT_CORRECTNESS,VO_VOLATILE_INCREMENT,2,-1.0,0.0,0.2758452171560592,-1.0,0.2758452171560592,-1.0,13326,49,412,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
14888,1790,12,23,0.7284671532846715,0.3732718894009216,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,-1.0,4700,49,493,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,15,23,0.3719412724306688,1.0232558139534884,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,3,1.0,0.6666666666666666,0.3779309257415192,0.3333333333333333,0.3779309257415192,1.0,13326,49,159,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,close
17995,3109,10,23,0.5989304812834224,1.476923076923077,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,MALICIOUS_CODE,EI_EXPOSE_REP,2,1.0,0.2048192771084337,0.1605191724362298,-0.5903614457831325,0.1605191724362298,1.0,13326,49,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
4669,0,0,23,8.216666666666667,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3103448275862069,0.6250450530305444,-0.3793103448275862,0.6250450530305444,-1.0,13326,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
4669,0,0,23,2.683333333333333,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3103448275862069,0.6250450530305444,-0.3793103448275862,0.6250450530305444,-1.0,13326,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
11836,1281,9,23,0.6444444444444445,0.1512915129151291,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3421052631578947,0.3361774307264361,-0.3157894736842105,0.3361774307264361,-1.0,7167,49,294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17751,2939,11,56,0.8389261744966443,0.4390243902439024,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,BAD_PRACTICE,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,2,1.0,1.0,0.6250450530305444,1.0,0.6250450530305444,1.0,5602,18,174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,65,56,0.223769730733519,0.7942477876106194,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.5,0.1605191724362298,0.0,0.1605191724362298,1.0,4877,18,251,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,17,56,0.5777930089102125,0.281,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-0.3333333333333333,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.3333333333333333,13326,18,691,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,open
17995,3109,17,56,0.5736806031528444,0.281,0.3099415204678362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-0.3333333333333333,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.3333333333333333,13326,18,691,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,close
17995,3109,17,56,0.6682659355723098,0.281,0.8070175438596491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-0.3333333333333333,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.3333333333333333,13326,18,691,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,open
17995,3109,13,56,0.9262672811059908,0.2558139534883721,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,BAD_PRACTICE,SR_NOT_CHECKED,2,-1.0,0.0,0.6250450530305444,-1.0,0.6250450530305444,-1.0,13326,18,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,27,56,0.1075441412520064,0.3492957746478873,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,PERFORMANCE,SS_SHOULD_BE_STATIC,2,0.0,0.5555555555555556,0.3361774307264361,0.1111111111111111,0.3361774307264361,-1.0,13326,18,143,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,open
17995,3109,27,56,0.1059390048154093,0.3492957746478873,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,PERFORMANCE,SS_SHOULD_BE_STATIC,2,0.0,0.5555555555555556,0.3361774307264361,0.1111111111111111,0.3361774307264361,-1.0,13326,18,143,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,open
17995,3109,27,56,0.1043338683788122,0.3492957746478873,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,PERFORMANCE,SS_SHOULD_BE_STATIC,2,0.0,0.5555555555555556,0.3361774307264361,0.1111111111111111,0.3361774307264361,-1.0,13326,18,143,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,open
17995,3109,149,56,0.8131967460078336,0.500819224467504,0.7089552238805971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0584959093234787,-0.5384615384615384,0.0584959093234787,-0.5,5988,18,2868,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,open
17995,3109,149,56,0.954805664356734,0.500819224467504,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,PERFORMANCE,DM_FP_NUMBER_CTOR,3,1.0,0.85,0.3361774307264361,0.7,0.3361774307264361,-0.5,334,18,2868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,149,56,0.5790900873757155,0.500819224467504,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.2048192771084337,0.1605191724362298,-0.5903614457831325,0.1605191724362298,-0.5,13326,18,2868,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,open
17995,3109,149,56,0.9370292256703826,0.500819224467504,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.3779309257415192,-0.6666666666666666,0.3779309257415192,-0.5,13326,18,2868,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,open
17995,3109,149,56,0.617053329316059,0.500819224467504,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.5,13326,18,2868,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,open
17995,3109,149,56,0.4049412473636637,0.500819224467504,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.5,13326,18,2868,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,open
17995,3109,149,56,0.878879180476047,0.500819224467504,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,-0.5,6094,18,2868,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,open
17995,3109,149,56,0.4757457065381139,0.500819224467504,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,UC_USELESS_OBJECT,2,1.0,0.1111111111111111,0.3779309257415192,-0.7777777777777778,0.3779309257415192,-0.5,13326,18,2868,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,close
17995,3109,76,56,0.8447136563876652,0.592948717948718,0.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.5,0.3779309257415192,0.0,0.3779309257415192,1.0,6094,18,1524,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
17995,3109,76,56,0.0462555066079295,0.592948717948718,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,1.0,0.75,0.3779309257415192,0.5,0.3779309257415192,1.0,13326,18,1524,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,close
17995,3109,76,56,0.5236784140969163,0.592948717948718,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3421052631578947,0.3361774307264361,-0.3157894736842105,0.3361774307264361,1.0,11181,18,1524,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,close
17995,3109,59,76,0.9365256124721604,0.1300448430493273,0.8947368421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.1428571428571428,0.3779309257415192,-0.7142857142857143,0.3779309257415192,-0.5,13326,106,712,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,open
17995,3109,59,76,0.9064587973273942,0.1300448430493273,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.1428571428571428,0.3779309257415192,-0.7142857142857143,0.3779309257415192,-0.5,13326,106,712,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,open
17995,3109,59,76,0.9020044543429844,0.1300448430493273,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.175,0.3779309257415192,-0.65,0.3779309257415192,-0.5,13326,106,712,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,open
17995,3109,59,76,0.9587973273942092,0.1300448430493273,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,89,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3421052631578947,0.3361774307264361,-0.3157894736842105,0.3361774307264361,-0.5,13326,106,712,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,close
17995,3109,16,76,0.5631431244153414,0.3333333333333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.375,0.3779309257415192,-0.25,0.3779309257415192,-1.0,13326,106,205,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,open
17995,3109,16,76,0.29466791393826,0.3333333333333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.375,0.3779309257415192,-0.25,0.3779309257415192,-1.0,13326,106,205,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,open
17995,3109,16,76,0.4864359214218896,0.3333333333333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.375,0.3779309257415192,-0.25,0.3779309257415192,-1.0,13326,106,205,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,open
17995,3109,7,76,0.9228571428571428,0.4492753623188406,0.1333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6250450530305444,-1.0,0.6250450530305444,-0.25,10033,106,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,7,76,0.9371428571428572,0.4492753623188406,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6250450530305444,-1.0,0.6250450530305444,-0.25,10033,106,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,7,76,0.9514285714285714,0.4492753623188406,0.4666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6250450530305444,-1.0,0.6250450530305444,-0.25,10033,106,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,7,76,0.9657142857142856,0.4492753623188406,0.6333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6250450530305444,-1.0,0.6250450530305444,-0.25,10033,106,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,7,76,0.98,0.4492753623188406,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,BAD_PRACTICE,BIT_SIGNED_CHECK,3,-1.0,0.0,0.6250450530305444,-1.0,0.6250450530305444,-0.25,10031,106,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,open
17995,3109,7,76,0.5142857142857142,0.4492753623188406,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,BAD_PRACTICE,DE_MIGHT_IGNORE,3,1.0,0.4736842105263157,0.6250450530305444,-0.0526315789473684,0.6250450530305444,-0.25,13326,106,45,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,close
