F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,category
13494,4005,29,148,0.0897703549060542,1.1691542288557213,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,SE_BAD_FIELD,2,0.0,1.0,0.4577366600004116,1.0,0.4577366600004116,0.0,12460,51,499,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,close
13494,4005,29,148,0.1763485477178423,1.5314285714285714,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,119,BAD_PRACTICE,SE_BAD_FIELD,2,0.0,1.0,0.4577366600004116,1.0,0.4577366600004116,0.0,12460,51,892,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,close
6363,2517,36,148,0.5512152777777778,1.02734375,0.2159090909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,6916,51,196,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,open
6363,2517,36,148,0.8125,1.02734375,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,119,BAD_PRACTICE,UI_INHERITANCE_UNSAFE_GETRESOURCE,1,-1.0,0.0,0.4577366600004116,-1.0,0.4577366600004116,-1.0,9134,51,196,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,open
8127,2918,45,148,0.3903508771929824,0.6109422492401215,0.9523809523809524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0625,0.1740548406037683,-0.875,0.1740548406037683,-1.0,6293,51,1041,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,open
8127,2918,45,148,0.3649122807017544,0.6109422492401215,0.9523809523809524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0625,0.1740548406037683,-0.875,0.1740548406037683,-1.0,7093,51,1041,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,open
8618,3111,125,148,0.0521001615508885,1.4035453597497394,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,SE_BAD_FIELD,2,0.0,1.0,0.4577366600004116,1.0,0.4577366600004116,0.0666666666666666,12460,51,9295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,close
11125,3302,20,148,0.2921052631578947,0.943502824858757,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,119,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,10145,51,631,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,open
11125,3302,20,148,0.2657894736842105,0.943502824858757,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,10145,51,631,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,open
1741,509,3,148,0.6973684210526315,0.3269230769230769,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,119,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.56,0.2209704670263451,0.12,0.2209704670263451,1.0,707,51,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,close
6363,2517,10,148,0.6895161290322581,1.1132075471698113,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,119,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,8766,51,288,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,open
6363,2517,10,148,0.7459677419354839,1.1132075471698113,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,8766,51,288,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,open
8614,3097,35,148,0.5088359046283311,0.4551569506726457,0.0755555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,CORRECTNESS,NP_NULL_ON_SOME_PATH_EXCEPTION,2,1.0,1.0,0.2486924523903422,1.0,0.2486924523903422,-0.5,3603,51,565,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,close
8614,3097,35,148,0.7018856163316192,0.4551569506726457,0.0698496905393457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,0.0,0.6875,0.0016038402490817,0.375,0.0016038402490817,-0.5,7580,51,565,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,close
8614,3097,35,148,0.6802244039270687,0.4551569506726457,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,OS_OPEN_STREAM,2,0.0,0.4444444444444444,0.4577366600004116,-0.1111111111111111,0.4577366600004116,-0.5,7555,51,565,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,open
8614,3097,35,148,0.1570827489481066,0.4551569506726457,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.4487656916173399,-1.0,0.4487656916173399,-0.5,7580,51,565,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,open
8614,3097,35,148,0.2776998597475456,0.4551569506726457,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.2162162162162162,0.4487656916173399,-0.5675675675675675,0.4487656916173399,-0.5,7235,51,565,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,open
8614,3097,35,148,0.3043478260869565,0.4551569506726457,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.2162162162162162,0.4487656916173399,-0.5675675675675675,0.4487656916173399,-0.5,888,51,565,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
8614,3097,35,148,0.8625525946704067,0.4551569506726457,0.3787878787878788,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0632911392405063,0.4577366600004116,-0.8734177215189873,0.4577366600004116,-0.5,4226,51,565,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,open
11142,3303,69,148,0.9697452229299364,1.0057736720554271,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.0054402077466147,-1.0,0.0054402077466147,-0.8181818181818182,1162,51,2757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
11142,3303,69,148,0.8052016985138004,1.0057736720554271,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.0054402077466147,-1.0,0.0054402077466147,-0.8181818181818182,1162,51,2757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
11142,3303,69,148,0.7292993630573248,1.0057736720554271,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.0054402077466147,-1.0,0.0054402077466147,-0.8181818181818182,1162,51,2757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
11142,3303,69,148,0.4262208067940552,1.0057736720554271,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,119,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.0909090909090909,0.1740548406037683,-0.8181818181818182,0.1740548406037683,-0.8181818181818182,7638,51,2757,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,open
11142,3303,69,148,0.4081740976645435,1.0057736720554271,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.2439024390243902,0.1318145573366314,-0.5121951219512195,0.1318145573366314,-0.8181818181818182,1698,51,2757,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,open
11142,3303,69,148,0.458067940552017,1.0057736720554271,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.2439024390243902,0.1318145573366314,-0.5121951219512195,0.1318145573366314,-0.8181818181818182,4211,51,2757,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,open
11142,3303,69,148,0.078556263269639,1.0057736720554271,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,1.0,0.1740548406037683,1.0,0.1740548406037683,-0.8181818181818182,7948,51,2757,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,close
11142,3303,69,148,0.3980891719745223,1.0057736720554271,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.8181818181818182,12427,51,2757,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,open
11142,3303,69,148,0.3895966029723992,1.0057736720554271,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.8181818181818182,12427,51,2757,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,open
11142,3303,69,148,0.1897558386411889,1.0057736720554271,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,119,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.8181818181818182,12427,51,2757,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,open
11834,3459,33,148,0.8644366197183099,0.1045751633986928,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.0054402077466147,-1.0,0.0054402077466147,0.5,3682,51,1003,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,open
11834,3459,33,148,0.0897887323943662,0.1045751633986928,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,0.5,10800,51,1003,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,close
11834,3459,33,148,0.7253521126760564,0.1045751633986928,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,1.0,0.2162162162162162,0.4487656916173399,-0.5675675675675675,0.4487656916173399,0.5,2630,51,1003,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,close
11834,3459,33,148,0.7253521126760564,0.1045751633986928,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,CORRECTNESS,RpC_REPEATED_CONDITIONAL_TEST,3,1.0,0.25,0.2486924523903422,-0.5,0.2486924523903422,0.5,2630,51,1003,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,close
6392,2523,43,148,0.2273252455228191,0.6895119418483905,0.2121212121212121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,CORRECTNESS,NP_NULL_ON_SOME_PATH,2,-1.0,0.5,0.2486924523903422,0.0,0.2486924523903422,-0.5,1804,51,2904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
6392,2523,43,148,0.949740034662045,0.6895119418483905,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,119,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.5862068965517241,0.2209704670263451,0.1724137931034483,0.2209704670263451,-0.5,12263,51,2904,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,close
6363,2517,60,148,0.1271929824561403,0.0889292196007259,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.6153846153846154,0.4487656916173399,0.2307692307692307,0.4487656916173399,-1.0,4854,51,288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6363,2517,60,148,0.7426900584795322,0.0889292196007259,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.0,0.2209704670263451,-1.0,0.2209704670263451,-1.0,4854,51,288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6363,2517,60,148,0.7368421052631579,0.0889292196007259,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0869565217391304,0.2209704670263451,-0.8260869565217391,0.2209704670263451,-1.0,4854,51,288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6363,2517,60,148,0.7324561403508771,0.0889292196007259,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,119,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0869565217391304,0.2209704670263451,-0.8260869565217391,0.2209704670263451,-1.0,4854,51,288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6363,2517,60,148,0.7119883040935673,0.0889292196007259,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,119,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0869565217391304,0.2209704670263451,-0.8260869565217391,0.2209704670263451,-1.0,4854,51,288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6363,2517,60,148,0.7397660818713451,0.0889292196007259,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0869565217391304,0.2209704670263451,-0.8260869565217391,0.2209704670263451,-1.0,4854,51,288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6363,2517,60,148,0.3684210526315789,0.0889292196007259,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.4487656916173399,-1.0,0.4487656916173399,-1.0,12259,51,288,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,open
8110,2916,4,148,0.8222222222222222,1.1764705882352942,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,7076,51,85,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,close
13392,3901,10,148,0.5028248587570622,1.4153846153846157,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,10113,51,169,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,open
13392,3901,10,148,0.231638418079096,1.4153846153846157,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,119,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.6666666666666666,0.4577366600004116,0.3333333333333333,0.4577366600004116,-1.0,12358,51,169,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,open
13494,4005,31,148,0.2726530612244898,0.4766977363515313,0.2083333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_DEFAULT_ENCODING,1,0.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-0.6,7592,51,2649,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,close
13494,4005,31,148,0.6053061224489796,0.4766977363515313,0.1064356435643564,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-0.6,10762,51,2649,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,open
13494,4005,31,148,0.8220408163265306,0.4766977363515313,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,BAD_PRACTICE,OS_OPEN_STREAM_EXCEPTION_PATH,3,-1.0,0.3636363636363636,0.4577366600004116,-0.2727272727272727,0.4577366600004116,-0.6,12311,51,2649,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,open
