F72,F25,F65,F68,F101,F104,F105,F3-TEST_PROPERTIES,F3-NA,F3-SortOrder.DESC,F3-SortOrder.ASC,F3-null,F3-byte[],F3-getUrl(),F3-boolean,F3-Object,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F3-PDataType,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-jmahonin@interset.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-samarth@apache.org,F71-mujtaba@apache.org,F71-wei.xue@intel.com,category
1585,506,24,15,0.5396341463414634,0.486088379705401,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,2,1.0,0.25,0.1482261585147855,-0.5,524.3518123667377,1.0,837,7,886,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,close
1585,506,24,15,0.4593495934959349,0.486088379705401,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.25,0.1482261585147855,-0.5,524.3518123667377,1.0,837,7,886,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,close
1585,506,3,15,0.9646464646464646,0.1204819277108433,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,1.0,0.1818181818181818,0.1482261585147855,-0.6363636363636364,524.3518123667377,1.0,677,7,125,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,close
1789,659,12,11,0.3224755700325732,0.345,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,DLS_DEAD_LOCAL_STORE_SHADOWS_FIELD,1,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,453,38,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
1789,659,12,11,0.2312703583061889,0.345,0.6111111111111112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0769230769230769,0.1695966485154874,-0.8461538461538461,499.0817391304348,-1.0,1041,38,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
1789,659,12,11,0.501628664495114,0.345,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0606060606060606,0.1482261585147855,-0.8787878787878788,524.3518123667377,-1.0,1041,38,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
1298,355,1,3,0.8955223880597015,0.5675675675675675,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,BAD_PRACTICE,VA_FORMAT_STRING_USES_NEWLINE,2,-1.0,0.4,0.1695966485154874,-0.2,499.0817391304348,-1.0,550,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,open
1977,702,8,17,0.4775280898876404,0.358974358974359,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,13,212,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,702,6,17,0.7853260869565217,0.3007518796992481,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,1,-1.0,0.0,0.2246331827972645,-1.0,418.88028169014086,-0.6,765,13,519,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
1975,702,6,17,0.8559782608695652,0.3007518796992481,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,1,-1.0,0.0,0.2246331827972645,-1.0,418.88028169014086,-0.6,765,13,519,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
1975,702,6,17,0.5679347826086957,0.3007518796992481,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,CORRECTNESS,RV_EXCEPTION_NOT_THROWN,1,1.0,1.0,0.2246331827972645,1.0,418.88028169014086,-0.6,105,13,519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,close
1975,702,6,17,0.3668478260869565,0.3007518796992481,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0225249425685392,-0.9642857142857144,511.1056338028169,-0.6,1229,13,519,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,open
1975,702,6,17,0.3233695652173913,0.3007518796992481,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4418604651162791,0.0225249425685392,-0.1162790697674418,511.1056338028169,-0.6,1229,13,519,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,open
1975,702,6,17,0.638095238095238,0.3768115942028985,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,13,75,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,open
1975,702,5,14,0.4817073170731707,0.4646464646464646,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,-1.0,0.0,0.1695966485154874,-1.0,499.0817391304348,-1.0,1227,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.8584615384615385,0.3554502369668246,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.3846153846153846,0.1482261585147855,-0.2307692307692307,524.3518123667377,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.7723076923076924,0.3554502369668246,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,CORRECTNESS,RV_ABSOLUTE_VALUE_OF_HASHCODE,1,-1.0,0.0,0.2246331827972645,-1.0,418.88028169014086,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.6184615384615385,0.3554502369668246,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,SR_NOT_CHECKED,2,-1.0,0.0,0.1695966485154874,-1.0,499.0817391304348,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.2492307692307692,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0225249425685392,-0.9642857142857144,511.1056338028169,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.2215384615384615,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0225249425685392,-0.9642857142857144,511.1056338028169,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.2676923076923077,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0225249425685392,-0.9642857142857144,511.1056338028169,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.2092307692307692,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4418604651162791,0.0225249425685392,-0.1162790697674418,511.1056338028169,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.2646153846153846,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4418604651162791,0.0225249425685392,-0.1162790697674418,511.1056338028169,-1.0,1227,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,702,10,14,0.3723196881091618,0.4950166112956811,0.7142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,1227,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,702,10,14,0.2787524366471735,0.4950166112956811,0.5686274509803921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,1227,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,702,10,14,0.378167641325536,0.4950166112956811,0.7857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,CORRECTNESS,IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN,3,-1.0,0.0,0.2246331827972645,-1.0,418.88028169014086,-1.0,1227,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,702,10,14,0.4054580896686159,0.4950166112956811,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0769230769230769,0.1482261585147855,-0.8461538461538461,524.3518123667377,-1.0,1227,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,702,10,14,0.746588693957115,0.4950166112956811,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,1227,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,702,5,14,0.9537275064267352,0.4894514767932489,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,2,-1.0,0.0,0.2246331827972645,-1.0,418.88028169014086,-1.0,1227,0,22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,open
1101,247,2,176,0.6231884057971014,0.4047619047619047,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,353,375,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1977,702,2,176,0.8631578947368421,0.2428571428571428,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,702,4,176,0.9475806451612904,0.095,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1227,375,260,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,open
1977,702,2,176,0.4042553191489361,0.1428571428571428,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-0.5,1229,375,247,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,702,2,176,0.541033434650456,0.1428571428571428,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-0.5,1229,375,247,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,702,2,176,0.7142857142857143,0.1428571428571428,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.1695966485154874,-1.0,499.0817391304348,-0.5,1229,375,247,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,702,2,176,0.790273556231003,0.1428571428571428,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.1695966485154874,-1.0,499.0817391304348,-0.5,1229,375,247,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,702,4,176,0.6085626911314985,0.1475095785440613,0.2961538461538461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.4363636363636363,0.1482261585147855,-0.1272727272727272,524.3518123667377,1.0,100,375,497,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
1977,702,4,176,0.481651376146789,0.1475095785440613,0.0615384615384615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.4363636363636363,0.1482261585147855,-0.1272727272727272,524.3518123667377,1.0,714,375,497,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,close
1975,702,2,176,0.7627118644067796,0.53125,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1227,375,48,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,702,68,176,0.9545454545454546,0.0876106194690265,0.3412698412698413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,CORRECTNESS,NP_NULL_ON_SOME_PATH,2,-1.0,0.125,0.2246331827972645,-0.75,418.88028169014086,-1.0,566,375,2456,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,open
1977,702,68,176,0.5704545454545454,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.6265151515151515,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,750,375,2456,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,open
1977,702,68,176,0.593939393939394,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.6409090909090909,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.7575757575757576,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,750,375,2456,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,open
1977,702,68,176,0.6871212121212121,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.771969696969697,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.8174242424242424,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.8515151515151516,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,68,176,0.9545454545454546,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,603,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1212121212121212,0.0114888357713585,-0.7575757575757576,555.6565217391304,-1.0,1229,375,2456,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,open
1977,702,6,176,0.8888888888888888,0.5,0.7777777777777778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0,0.1482261585147855,-1.0,524.3518123667377,-1.0,1229,375,72,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,open
1977,702,11,176,0.8555825242718447,0.08972503617945,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,603,BAD_PRACTICE,DE_MIGHT_IGNORE,2,-1.0,0.2,0.1695966485154874,-0.6,499.0817391304348,-1.0,1229,375,670,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,open
