F72,F25,F65,F68,F101,F104,F105,F3-TEST_PROPERTIES,F3-NA,F3-SortOrder.DESC,F3-SortOrder.ASC,F3-null,F3-byte[],F3-getUrl(),F3-Object,F3-boolean,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F3-PDataType,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-jyates@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,category
1977,613,3,9,0.4166666666666667,0.5675675675675675,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.05,0.0346429740061516,-0.9,481.2633928571428,-1.0,1080,0,310,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,open
1789,569,12,9,0.3224755700325732,0.345,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,STYLE,DLS_DEAD_LOCAL_STORE_SHADOWS_FIELD,1,-1.0,0.0,0.3301508057104579,-1.0,459.622030237581,-1.0,304,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,open
1789,569,12,9,0.2312703583061889,0.345,0.6111111111111112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0769230769230769,0.1859508090530732,-0.8461538461538461,429.5872727272727,-1.0,892,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,open
1789,569,12,9,0.501628664495114,0.345,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0967741935483871,0.3301508057104579,-0.8064516129032258,459.622030237581,-1.0,892,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,open
1298,265,1,3,0.8955223880597015,0.5675675675675675,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,BAD_PRACTICE,VA_FORMAT_STRING_USES_NEWLINE,2,-1.0,0.4,0.1859508090530732,-0.2,429.5872727272727,-1.0,401,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1977,613,8,16,0.5666666666666667,0.3529411764705882,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MT_CORRECTNESS,DC_DOUBLECHECK,2,-1.0,0.0,0.0349392361111111,-1.0,418.26666666666665,-1.0,1080,0,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,open
1977,613,8,16,0.4055555555555555,0.3529411764705882,0.2368421052631578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MT_CORRECTNESS,DC_DOUBLECHECK,2,-1.0,0.0,0.0349392361111111,-1.0,418.26666666666665,-1.0,1080,0,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,open
1977,613,8,16,0.4444444444444444,0.3529411764705882,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.5,0.0349392361111111,0.0,418.26666666666665,-1.0,1078,0,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,open
1977,613,8,16,0.4833333333333333,0.3529411764705882,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,1080,0,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,open
1975,613,6,16,0.7780898876404494,0.3149606299212598,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,1,-1.0,0.1428571428571428,0.12008951492583,-0.7142857142857143,349.15441176470586,-1.0,616,0,517,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,open
1975,613,6,16,0.851123595505618,0.3149606299212598,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,1,-1.0,0.1428571428571428,0.12008951492583,-0.7142857142857143,349.15441176470586,-1.0,616,0,517,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,open
1975,613,6,16,0.3764044943820224,0.3149606299212598,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0228834259810278,-0.9642857142857144,442.1648351648352,-1.0,1080,0,517,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,open
1975,613,6,16,0.3314606741573033,0.3149606299212598,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4418604651162791,0.0228834259810278,-0.1162790697674418,442.1648351648352,-1.0,1080,0,517,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,open
1975,613,6,16,0.6274509803921569,0.3939393939393939,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,1080,0,148,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,open
1975,613,5,14,0.4817073170731707,0.4646464646464646,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,-1.0,0.0,0.1859508090530732,-1.0,429.5872727272727,-1.0,1078,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.8584615384615385,0.3554502369668246,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.4666666666666667,0.3301508057104579,-0.0666666666666666,459.622030237581,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.7723076923076924,0.3554502369668246,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,CORRECTNESS,RV_ABSOLUTE_VALUE_OF_HASHCODE,1,-1.0,0.0,0.12008951492583,-1.0,349.15441176470586,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.6184615384615385,0.3554502369668246,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,SR_NOT_CHECKED,2,-1.0,0.0,0.1859508090530732,-1.0,429.5872727272727,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.2492307692307692,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0228834259810278,-0.9642857142857144,442.1648351648352,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.2215384615384615,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0228834259810278,-0.9642857142857144,442.1648351648352,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.2676923076923077,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0178571428571428,0.0228834259810278,-0.9642857142857144,442.1648351648352,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.2092307692307692,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4418604651162791,0.0228834259810278,-0.1162790697674418,442.1648351648352,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.2646153846153846,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4418604651162791,0.0228834259810278,-0.1162790697674418,442.1648351648352,-1.0,1078,0,256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,open
1975,613,10,14,0.3723196881091618,0.4950166112956811,0.7142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.3301508057104579,-1.0,459.622030237581,-1.0,1078,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,613,10,14,0.2787524366471735,0.4950166112956811,0.5686274509803921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.3301508057104579,-1.0,459.622030237581,-1.0,1078,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,613,10,14,0.378167641325536,0.4950166112956811,0.7857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,CORRECTNESS,IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN,3,-1.0,0.0,0.12008951492583,-1.0,349.15441176470586,-1.0,1078,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,613,10,14,0.4054580896686159,0.4950166112956811,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0769230769230769,0.3301508057104579,-0.8461538461538461,459.622030237581,-1.0,1078,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,613,10,14,0.746588693957115,0.4950166112956811,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.3301508057104579,-1.0,459.622030237581,-1.0,1078,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,613,5,14,0.9537275064267352,0.4894514767932489,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,2,-1.0,0.1428571428571428,0.12008951492583,-0.7142857142857143,349.15441176470586,-1.0,1078,0,22,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,open
1101,158,2,174,0.5609756097560976,0.320754716981132,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,204,887,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
1977,613,2,174,0.7431192660550459,0.2098765432098765,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,1.0,1080,887,81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,close
1975,613,4,174,0.8931297709923665,0.0904761904761904,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,1.0,1078,887,8,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,close
1977,613,2,174,0.3830409356725146,0.137546468401487,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,0.0,1080,887,292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,613,2,174,0.5146198830409356,0.137546468401487,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,0.0,1080,887,292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,613,2,174,0.7251461988304093,0.137546468401487,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,593,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.1859508090530732,-1.0,429.5872727272727,0.0,1080,887,292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,613,2,174,0.7982456140350878,0.137546468401487,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,593,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.1859508090530732,-1.0,429.5872727272727,0.0,1080,887,292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,613,4,174,0.5033898305084745,0.1458773784355179,0.0649350649350649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,593,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.4912280701754385,0.3301508057104579,-0.0175438596491228,459.622030237581,-0.5,565,887,653,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,close
1977,613,4,174,0.7966101694915254,0.1458773784355179,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-0.5,1080,887,653,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,open
1977,613,4,174,0.9101694915254236,0.1458773784355179,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-0.5,1080,887,653,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,open
1977,613,4,174,0.4186440677966102,0.1458773784355179,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.05,0.0346429740061516,-0.9,481.2633928571428,-0.5,1080,887,653,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,open
1975,613,2,174,0.6027397260273972,0.3953488372093023,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,1.0,1078,887,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,613,68,174,0.9545454545454546,0.0876106194690265,0.3412698412698413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,593,CORRECTNESS,NP_NULL_ON_SOME_PATH,2,-1.0,0.1666666666666666,0.12008951492583,-0.6666666666666666,349.15441176470586,-1.0,417,887,2456,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,open
1977,613,68,174,0.5704545454545454,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,1080,887,2456,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,open
1977,613,68,174,0.6265151515151515,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,593,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0,0.3301508057104579,-1.0,459.622030237581,-1.0,601,887,2456,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,open
1977,613,68,174,0.593939393939394,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,1080,887,2456,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,open
1977,613,68,174,0.6409090909090909,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,1080,887,2456,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,open
1977,613,68,174,0.7575757575757576,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,593,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0,0.3301508057104579,-1.0,459.622030237581,-1.0,601,887,2456,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,open
1977,613,68,174,0.6871212121212121,0.0876106194690265,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,593,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1392405063291139,0.0346429740061516,-0.7215189873417721,481.2633928571428,-1.0,1080,887,2456,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,open
